[0.000000] (-) TimerEvent: {}
[22.323604] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_time__rmw_cyclonedds_cpp\x1b[0m\n'}
[22.367253] (-) TimerEvent: {}
[22.391200] (rcl) StdoutLine: {'line': b'[ 53%] \x1b[32mBuilding CXX object test/CMakeFiles/test_time__rmw_cyclonedds_cpp.dir/rcl/test_time.cpp.o\x1b[0m\n'}
[22.430913] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[22.467369] (-) TimerEvent: {}
[22.528198] (rcl) StdoutLine: {'line': b'[ 53%] Built target test_events__rmw_cyclonedds_cpp\n'}
[22.567516] (-) TimerEvent: {}
[22.571517] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_rmw_impl_id_check_func__rmw_cyclonedds_cpp\x1b[0m\n'}
[22.630294] (rcl) StdoutLine: {'line': b'[ 53%] \x1b[32mBuilding CXX object test/CMakeFiles/test_rmw_impl_id_check_func__rmw_cyclonedds_cpp.dir/rcl/test_rmw_impl_id_check_func.cpp.o\x1b[0m\n'}
[22.667688] (-) TimerEvent: {}
[22.668557] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[22.767834] (-) TimerEvent: {}
[22.868714] (-) TimerEvent: {}
[22.879388] (rcl) StdoutLine: {'line': b'[ 53%] \x1b[32m\x1b[1mLinking CXX executable test_remap__rmw_cyclonedds_cpp\x1b[0m\n'}
[22.949081] (rcl) StdoutLine: {'line': b'[ 53%] Built target test_time__rmw_fastrtps_cpp\n'}
[22.968864] (-) TimerEvent: {}
[22.996548] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_publisher__rmw_cyclonedds_cpp\x1b[0m\n'}
[23.059823] (rcl) StdoutLine: {'line': b'[ 53%] \x1b[32mBuilding CXX object test/CMakeFiles/test_publisher__rmw_cyclonedds_cpp.dir/rcl/test_publisher.cpp.o\x1b[0m\n'}
[23.068977] (-) TimerEvent: {}
[23.096707] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[23.169156] (-) TimerEvent: {}
[23.269764] (-) TimerEvent: {}
[23.370318] (-) TimerEvent: {}
[23.470761] (-) TimerEvent: {}
[23.478025] (rcl) StdoutLine: {'line': b'[ 53%] \x1b[32mBuilding C object test/CMakeFiles/test_common.dir/__/src/rcl/common.c.o\x1b[0m\n'}
[23.520680] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[23.536369] (rcl) StdoutLine: {'line': b'[ 54%] \x1b[32m\x1b[1mLinking CXX executable test_guard_condition__rmw_cyclonedds_cpp\x1b[0m\n'}
[23.570906] (-) TimerEvent: {}
[23.614455] (rcl) StdoutLine: {'line': b'[ 55%] \x1b[32m\x1b[1mLinking CXX executable test_common\x1b[0m\n'}
[23.671086] (-) TimerEvent: {}
[23.728487] (rcl) StdoutLine: {'line': b'[ 55%] Built target test_remap__rmw_cyclonedds_cpp\n'}
[23.771181] (-) TimerEvent: {}
[23.780519] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_rmw_impl_id_check_func__rmw_fastrtps_cpp\x1b[0m\n'}
[23.848932] (rcl) StdoutLine: {'line': b'[ 55%] \x1b[32mBuilding CXX object test/CMakeFiles/test_rmw_impl_id_check_func__rmw_fastrtps_cpp.dir/rcl/test_rmw_impl_id_check_func.cpp.o\x1b[0m\n'}
[23.871400] (-) TimerEvent: {}
[23.894557] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[23.971500] (-) TimerEvent: {}
[24.057252] (rcl) StdoutLine: {'line': b'[ 56%] \x1b[32m\x1b[1mLinking CXX executable test_client__rmw_cyclonedds_cpp\x1b[0m\n'}
[24.071653] (-) TimerEvent: {}
[24.172181] (-) TimerEvent: {}
[24.272690] (-) TimerEvent: {}
[24.349894] (rcl) StdoutLine: {'line': b'[ 56%] \x1b[32m\x1b[1mLinking CXX executable test_lexer_lookahead__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[24.372873] (-) TimerEvent: {}
[24.446882] (rcl) StdoutLine: {'line': b'[ 56%] Built target test_common\n'}
[24.475342] (-) TimerEvent: {}
[24.510993] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_publisher__rmw_fastrtps_cpp\x1b[0m\n'}
[24.520993] (rcl) StdoutLine: {'line': b'[ 57%] \x1b[32m\x1b[1mLinking CXX executable test_rmw_impl_id_check_func__rmw_cyclonedds_cpp\x1b[0m\n'}
[24.530199] (rcl) StdoutLine: {'line': b'[ 57%] Built target test_guard_condition__rmw_cyclonedds_cpp\n'}
[24.574175] (rcl) StdoutLine: {'line': b'[ 57%] \x1b[32mBuilding CXX object test/CMakeFiles/test_subscription__rmw_fastrtps_cpp.dir/rcl/wait_for_entity_helpers.cpp.o\x1b[0m\n'}
[24.575442] (-) TimerEvent: {}
[24.580175] (rcl) StdoutLine: {'line': b'[ 57%] \x1b[32mBuilding CXX object test/CMakeFiles/test_publisher__rmw_fastrtps_cpp.dir/rcl/test_publisher.cpp.o\x1b[0m\n'}
[24.592557] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_init__rmw_cyclonedds_cpp\x1b[0m\n'}
[24.612164] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[24.618521] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[24.656458] (rcl) StdoutLine: {'line': b'[ 57%] \x1b[32mBuilding CXX object test/CMakeFiles/test_init__rmw_cyclonedds_cpp.dir/rcl/test_init.cpp.o\x1b[0m\n'}
[24.675575] (-) TimerEvent: {}
[24.691044] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[24.775790] (-) TimerEvent: {}
[24.876435] (-) TimerEvent: {}
[24.899577] (rcl) StdoutLine: {'line': b'[ 57%] \x1b[32m\x1b[1mLinking CXX executable test_graph__rmw_fastrtps_cpp\x1b[0m\n'}
[24.976555] (-) TimerEvent: {}
[25.040782] (rcl) StdoutLine: {'line': b'[ 57%] Built target test_client__rmw_cyclonedds_cpp\n'}
[25.076693] (-) TimerEvent: {}
[25.081994] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_get_node_names__rmw_fastrtps_cpp\x1b[0m\n'}
[25.176891] (-) TimerEvent: {}
[25.203657] (rcl) StdoutLine: {'line': b'[ 57%] \x1b[32mBuilding CXX object test/CMakeFiles/test_get_node_names__rmw_fastrtps_cpp.dir/rcl/test_get_node_names.cpp.o\x1b[0m\n'}
[25.247504] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[25.277141] (-) TimerEvent: {}
[25.378117] (-) TimerEvent: {}
[25.383372] (rcl) StdoutLine: {'line': b'[ 57%] Built target test_rmw_impl_id_check_func__rmw_cyclonedds_cpp\n'}
[25.435510] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_lexer_lookahead__rmw_cyclonedds_cpp\x1b[0m\n'}
[25.452575] (rcl) StdoutLine: {'line': b'[ 58%] \x1b[32m\x1b[1mLinking CXX executable test_subscription__rmw_fastrtps_cpp\x1b[0m\n'}
[25.478258] (-) TimerEvent: {}
[25.480696] (rcl) StdoutLine: {'line': b'[ 58%] \x1b[32mBuilding CXX object test/CMakeFiles/test_service__rmw_cyclonedds_cpp.dir/rcl/wait_for_entity_helpers.cpp.o\x1b[0m\n'}
[25.500172] (rcl) StdoutLine: {'line': b'[ 58%] \x1b[32mBuilding CXX object test/CMakeFiles/test_lexer_lookahead__rmw_cyclonedds_cpp.dir/rcl/test_lexer_lookahead.cpp.o\x1b[0m\n'}
[25.518990] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[25.531599] (rcl) StdoutLine: {'line': b'[ 58%] Built target test_lexer_lookahead__rmw_fastrtps_dynamic_cpp\n'}
[25.540863] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[25.578396] (-) TimerEvent: {}
[25.662839] (rcl) StdoutLine: {'line': b'[ 58%] \x1b[32m\x1b[1mLinking CXX executable test_rmw_impl_id_check_func__rmw_fastrtps_cpp\x1b[0m\n'}
[25.672225] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_get_actual_qos__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[25.678511] (-) TimerEvent: {}
[25.764304] (rcl) StdoutLine: {'line': b'[ 58%] \x1b[32mBuilding CXX object test/CMakeFiles/test_get_actual_qos__rmw_fastrtps_dynamic_cpp.dir/rcl/test_get_actual_qos.cpp.o\x1b[0m\n'}
[25.778683] (-) TimerEvent: {}
[25.803369] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[25.878851] (-) TimerEvent: {}
[25.979386] (-) TimerEvent: {}
[26.079795] (-) TimerEvent: {}
[26.105120] (rcl) StdoutLine: {'line': b'[ 58%] Built target test_graph__rmw_fastrtps_cpp\n'}
[26.148053] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_subscription__rmw_cyclonedds_cpp\x1b[0m\n'}
[26.152630] (rcl) StdoutLine: {'line': b'[ 59%] \x1b[32m\x1b[1mLinking CXX executable test_time__rmw_cyclonedds_cpp\x1b[0m\n'}
[26.179926] (-) TimerEvent: {}
[26.192058] (rcl) StdoutLine: {'line': b'[ 59%] \x1b[32mBuilding CXX object test/CMakeFiles/test_subscription__rmw_cyclonedds_cpp.dir/rcl/test_subscription.cpp.o\x1b[0m\n'}
[26.223294] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[26.280091] (-) TimerEvent: {}
[26.375504] (rcl) StdoutLine: {'line': b'[ 59%] \x1b[32m\x1b[1mLinking CXX executable test_service__rmw_cyclonedds_cpp\x1b[0m\n'}
[26.380310] (-) TimerEvent: {}
[26.482227] (-) TimerEvent: {}
[26.582674] (-) TimerEvent: {}
[26.597505] (rcl) StdoutLine: {'line': b'[ 59%] Built target test_rmw_impl_id_check_func__rmw_fastrtps_cpp\n'}
[26.644326] (rcl) StdoutLine: {'line': b'[ 59%] Built target test_subscription__rmw_fastrtps_cpp\n'}
[26.644696] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_get_node_names__rmw_cyclonedds_cpp\x1b[0m\n'}
[26.682415] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_remap_integration__rmw_cyclonedds_cpp\x1b[0m\n'}
[26.682771] (-) TimerEvent: {}
[26.699284] (rcl) StdoutLine: {'line': b'[ 59%] \x1b[32mBuilding CXX object test/CMakeFiles/test_get_node_names__rmw_cyclonedds_cpp.dir/rcl/test_get_node_names.cpp.o\x1b[0m\n'}
[26.732640] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[26.738787] (rcl) StdoutLine: {'line': b'[ 60%] \x1b[32mBuilding CXX object test/CMakeFiles/test_remap_integration__rmw_cyclonedds_cpp.dir/rcl/test_remap_integration.cpp.o\x1b[0m\n'}
[26.771575] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[26.782933] (-) TimerEvent: {}
[26.884175] (-) TimerEvent: {}
[26.985397] (-) TimerEvent: {}
[27.030400] (rcl) StdoutLine: {'line': b'[ 60%] Built target test_time__rmw_cyclonedds_cpp\n'}
[27.075640] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_init__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[27.085543] (-) TimerEvent: {}
[27.146952] (rcl) StdoutLine: {'line': b'[ 61%] \x1b[32mBuilding CXX object test/CMakeFiles/test_init__rmw_fastrtps_dynamic_cpp.dir/rcl/test_init.cpp.o\x1b[0m\n'}
[27.184732] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[27.185620] (-) TimerEvent: {}
[27.286756] (-) TimerEvent: {}
[27.341608] (rcl) StdoutLine: {'line': b'[ 61%] Built target test_service__rmw_cyclonedds_cpp\n'}
[27.384998] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_context__rmw_cyclonedds_cpp\x1b[0m\n'}
[27.386895] (-) TimerEvent: {}
[27.455494] (rcl) StdoutLine: {'line': b'[ 61%] \x1b[32mBuilding CXX object test/CMakeFiles/test_context__rmw_cyclonedds_cpp.dir/rcl/test_context.cpp.o\x1b[0m\n'}
[27.484639] (rcl) StdoutLine: {'line': b'[ 62%] \x1b[32m\x1b[1mLinking CXX executable test_get_node_names__rmw_fastrtps_cpp\x1b[0m\n'}
[27.487115] (-) TimerEvent: {}
[27.494142] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[27.587250] (-) TimerEvent: {}
[27.687788] (-) TimerEvent: {}
[27.788201] (-) TimerEvent: {}
[27.888631] (-) TimerEvent: {}
[27.916301] (rcl) StdoutLine: {'line': b'[ 63%] \x1b[32m\x1b[1mLinking CXX executable test_publisher__rmw_cyclonedds_cpp\x1b[0m\n'}
[27.988758] (-) TimerEvent: {}
[28.089204] (-) TimerEvent: {}
[28.116760] (rcl) StdoutLine: {'line': b'[ 63%] \x1b[32m\x1b[1mLinking CXX executable test_node__rmw_cyclonedds_cpp\x1b[0m\n'}
[28.189391] (-) TimerEvent: {}
[28.289988] (-) TimerEvent: {}
[28.390390] (-) TimerEvent: {}
[28.403522] (rcl) StdoutLine: {'line': b'[ 63%] Built target test_get_node_names__rmw_fastrtps_cpp\n'}
[28.442949] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_lexer__rmw_cyclonedds_cpp\x1b[0m\n'}
[28.490534] (-) TimerEvent: {}
[28.496523] (rcl) StdoutLine: {'line': b'[ 64%] \x1b[32mBuilding CXX object test/CMakeFiles/test_lexer__rmw_cyclonedds_cpp.dir/rcl/test_lexer.cpp.o\x1b[0m\n'}
[28.531835] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[28.575600] (rcl) StdoutLine: {'line': b'[ 65%] \x1b[32m\x1b[1mLinking CXX executable test_get_actual_qos__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[28.590645] (-) TimerEvent: {}
[28.691068] (-) TimerEvent: {}
[28.698910] (rcl) StdoutLine: {'line': b'[ 65%] \x1b[32m\x1b[1mLinking CXX executable test_remap_integration__rmw_cyclonedds_cpp\x1b[0m\n'}
[28.791183] (-) TimerEvent: {}
[28.822125] (rcl) StdoutLine: {'line': b'[ 65%] \x1b[32m\x1b[1mLinking CXX executable test_init__rmw_cyclonedds_cpp\x1b[0m\n'}
[28.891309] (-) TimerEvent: {}
[28.911475] (rcl) StdoutLine: {'line': b'[ 66%] \x1b[32m\x1b[1mLinking CXX executable test_lexer_lookahead__rmw_cyclonedds_cpp\x1b[0m\n'}
[28.912006] (rcl) StdoutLine: {'line': b'[ 67%] \x1b[32m\x1b[1mLinking CXX executable test_get_node_names__rmw_cyclonedds_cpp\x1b[0m\n'}
[28.912237] (rcl) StdoutLine: {'line': b'[ 67%] Built target test_publisher__rmw_cyclonedds_cpp\n'}
[28.969340] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_info_by_topic__rmw_cyclonedds_cpp\x1b[0m\n'}
[28.991528] (-) TimerEvent: {}
[29.024914] (rcl) StdoutLine: {'line': b'[ 67%] \x1b[32mBuilding CXX object test/CMakeFiles/test_info_by_topic__rmw_cyclonedds_cpp.dir/rcl/test_info_by_topic.cpp.o\x1b[0m\n'}
[29.064658] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[29.091652] (-) TimerEvent: {}
[29.192200] (-) TimerEvent: {}
[29.246745] (rcl) StdoutLine: {'line': b'[ 68%] \x1b[32m\x1b[1mLinking CXX executable test_publisher__rmw_fastrtps_cpp\x1b[0m\n'}
[29.250505] (rcl) StdoutLine: {'line': b'[ 68%] Built target test_node__rmw_cyclonedds_cpp\n'}
[29.291638] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_validate_enclave_name\x1b[0m\n'}
[29.292274] (-) TimerEvent: {}
[29.339587] (rcl) StdoutLine: {'line': b'[ 69%] \x1b[32mBuilding CXX object test/CMakeFiles/test_validate_enclave_name.dir/rcl/test_validate_enclave_name.cpp.o\x1b[0m\n'}
[29.373012] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[29.392419] (-) TimerEvent: {}
[29.463175] (rcl) StdoutLine: {'line': b'[ 69%] Built target test_remap_integration__rmw_cyclonedds_cpp\n'}
[29.492541] (-) TimerEvent: {}
[29.502710] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_lexer_lookahead__rmw_fastrtps_cpp\x1b[0m\n'}
[29.558640] (rcl) StdoutLine: {'line': b'[ 69%] \x1b[32mBuilding CXX object test/CMakeFiles/test_lexer_lookahead__rmw_fastrtps_cpp.dir/rcl/test_lexer_lookahead.cpp.o\x1b[0m\n'}
[29.592727] (-) TimerEvent: {}
[29.601424] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[29.671344] (rcl) StdoutLine: {'line': b'[ 69%] Built target test_get_actual_qos__rmw_fastrtps_dynamic_cpp\n'}
[29.692865] (-) TimerEvent: {}
[29.712152] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_time__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[29.767949] (rcl) StdoutLine: {'line': b'[ 69%] \x1b[32mBuilding CXX object test/CMakeFiles/test_time__rmw_fastrtps_dynamic_cpp.dir/rcl/test_time.cpp.o\x1b[0m\n'}
[29.772837] (rcl) StdoutLine: {'line': b'[ 69%] Built target test_init__rmw_cyclonedds_cpp\n'}
[29.788048] (rcl) StdoutLine: {'line': b'[ 69%] Built target test_lexer_lookahead__rmw_cyclonedds_cpp\n'}
[29.792991] (-) TimerEvent: {}
[29.800096] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[29.810066] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_logging_rosout__rmw_cyclonedds_cpp\x1b[0m\n'}
[29.825431] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_get_actual_qos__rmw_cyclonedds_cpp\x1b[0m\n'}
[29.849695] (rcl) StdoutLine: {'line': b'[ 69%] Built target test_get_node_names__rmw_cyclonedds_cpp\n'}
[29.874315] (rcl) StdoutLine: {'line': b'[ 70%] \x1b[32mBuilding CXX object test/CMakeFiles/test_logging_rosout__rmw_cyclonedds_cpp.dir/rcl/test_logging_rosout.cpp.o\x1b[0m\n'}
[29.884935] (rcl) StdoutLine: {'line': b'[ 71%] \x1b[32mBuilding CXX object test/CMakeFiles/test_get_actual_qos__rmw_cyclonedds_cpp.dir/rcl/test_get_actual_qos.cpp.o\x1b[0m\n'}
[29.886577] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_namespace__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[29.893127] (-) TimerEvent: {}
[29.908441] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[29.925083] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[29.942797] (rcl) StdoutLine: {'line': b'[ 72%] \x1b[32mBuilding CXX object test/CMakeFiles/test_namespace__rmw_fastrtps_dynamic_cpp.dir/test_namespace.cpp.o\x1b[0m\n'}
[29.971903] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[29.993255] (-) TimerEvent: {}
[30.093729] (-) TimerEvent: {}
[30.194176] (-) TimerEvent: {}
[30.294612] (-) TimerEvent: {}
[30.350706] (rcl) StdoutLine: {'line': b'[ 72%] Built target test_publisher__rmw_fastrtps_cpp\n'}
[30.389521] (rcl) StdoutLine: {'line': b'[ 73%] \x1b[32mBuilding CXX object test/CMakeFiles/test_info_by_topic__rmw_cyclonedds_cpp.dir/rcl/wait_for_entity_helpers.cpp.o\x1b[0m\n'}
[30.394732] (-) TimerEvent: {}
[30.419915] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[30.494863] (-) TimerEvent: {}
[30.499150] (rcl) StdoutLine: {'line': b'[ 74%] \x1b[32m\x1b[1mLinking CXX executable test_context__rmw_cyclonedds_cpp\x1b[0m\n'}
[30.595003] (-) TimerEvent: {}
[30.695499] (-) TimerEvent: {}
[30.795931] (-) TimerEvent: {}
[30.843999] (rcl) StdoutLine: {'line': b'[ 75%] \x1b[32mBuilding CXX object test/CMakeFiles/test_subscription__rmw_cyclonedds_cpp.dir/rcl/wait_for_entity_helpers.cpp.o\x1b[0m\n'}
[30.876877] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[30.893820] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_timer__rmw_fastrtps_cpp\x1b[0m\n'}
[30.896063] (-) TimerEvent: {}
[30.952217] (rcl) StdoutLine: {'line': b'[ 76%] \x1b[32mBuilding CXX object test/CMakeFiles/test_timer__rmw_fastrtps_cpp.dir/rcl/test_timer.cpp.o\x1b[0m\n'}
[30.982900] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[30.996182] (-) TimerEvent: {}
[31.096585] (-) TimerEvent: {}
[31.125491] (rcl) StdoutLine: {'line': b'[ 76%] \x1b[32m\x1b[1mLinking CXX executable test_info_by_topic__rmw_cyclonedds_cpp\x1b[0m\n'}
[31.196739] (-) TimerEvent: {}
[31.257967] (rcl) StdoutLine: {'line': b'[ 76%] \x1b[32m\x1b[1mLinking CXX executable test_init__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[31.284547] (rcl) StdoutLine: {'line': b'[ 76%] Built target test_context__rmw_cyclonedds_cpp\n'}
[31.296857] (-) TimerEvent: {}
[31.333713] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_graph__rmw_cyclonedds_cpp\x1b[0m\n'}
[31.395108] (rcl) StdoutLine: {'line': b'[ 77%] \x1b[32mBuilding CXX object test/CMakeFiles/test_graph__rmw_cyclonedds_cpp.dir/rcl/test_graph.cpp.o\x1b[0m\n'}
[31.396971] (-) TimerEvent: {}
[31.428829] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[31.497117] (-) TimerEvent: {}
[31.583147] (rcl) StdoutLine: {'line': b'[ 77%] \x1b[32m\x1b[1mLinking CXX executable test_subscription__rmw_cyclonedds_cpp\x1b[0m\n'}
[31.597267] (-) TimerEvent: {}
[31.689436] (rcl) StdoutLine: {'line': b'[ 77%] \x1b[32m\x1b[1mLinking CXX executable test_namespace__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[31.697402] (-) TimerEvent: {}
[31.728734] (rcl) StdoutLine: {'line': b'[ 77%] \x1b[32m\x1b[1mLinking CXX executable test_validate_enclave_name\x1b[0m\n'}
[31.797570] (-) TimerEvent: {}
[31.898054] (-) TimerEvent: {}
[31.973876] (rcl) StdoutLine: {'line': b'[ 77%] Built target test_info_by_topic__rmw_cyclonedds_cpp\n'}
[31.998195] (-) TimerEvent: {}
[32.015024] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_context__rmw_fastrtps_cpp\x1b[0m\n'}
